time,station,tlmax,tlmin,tl_mittel,rf_mittel
2006-11-12T00:00+00:00,5925,11.5,7.0,9.3,83.0
2006-11-13T00:00+00:00,5925,9.7,5.5,7.6,77.0
2006-11-14T00:00+00:00,5925,16.7,9.0,12.9,76.0
2006-11-15T00:00+00:00,5925,19.0,11.9,15.5,74.0
2006-11-16T00:00+00:00,5925,14.1,6.4,10.3,91.0
2006-11-17T00:00+00:00,5925,12.5,8.6,10.6,88.0
2006-11-18T00:00+00:00,5925,12.1,7.6,9.9,89.0
2006-11-19T00:00+00:00,5925,12.1,9.8,11.0,86.0
2006-11-20T00:00+00:00,5925,10.6,9.3,10.0,81.0
2006-11-21T00:00+00:00,5925,10.5,6.4,8.5,84.0
2006-11-22T00:00+00:00,5925,9.0,6.8,7.9,87.0
2006-11-23T00:00+00:00,5925,10.5,6.2,8.4,65.0
2006-11-24T00:00+00:00,5925,9.1,5.1,7.1,88.0
2006-11-25T00:00+00:00,5925,13.7,8.1,10.9,85.0
2006-11-26T00:00+00:00,5925,12.0,10.3,11.2,88.0
2006-11-27T00:00+00:00,5925,12.0,9.8,10.9,83.0
2006-11-28T00:00+00:00,5925,10.3,8.4,9.4,90.0
2006-11-29T00:00+00:00,5925,10.5,8.5,9.5,76.0
2006-11-30T00:00+00:00,5925,11.0,9.6,10.3,84.0
2006-12-01T00:00+00:00,5925,11.7,7.0,9.4,78.0
2006-12-02T00:00+00:00,5925,7.0,4.9,6.0,76.0
2006-12-03T00:00+00:00,5925,6.4,4.9,5.7,85.0
2006-12-04T00:00+00:00,5925,8.9,4.9,6.9,78.0
2006-12-05T00:00+00:00,5925,12.8,7.3,10.1,86.0
2006-12-06T00:00+00:00,5925,12.2,6.8,9.5,88.0
2006-12-07T00:00+00:00,5925,10.3,8.1,9.2,85.0
2006-12-08T00:00+00:00,5925,16.4,5.2,10.8,72.0
2006-12-09T00:00+00:00,5925,14.2,8.0,11.1,80.0
2006-12-10T00:00+00:00,5925,8.0,5.9,7.0,78.0
2006-12-11T00:00+00:00,5925,7.6,3.2,5.4,74.0
2006-12-12T00:00+00:00,5925,8.6,-0.3,4.2,68.0
2006-12-13T00:00+00:00,5925,10.3,3.5,6.9,66.0
2006-12-14T00:00+00:00,5925,9.3,2.2,5.8,82.0
2006-12-15T00:00+00:00,5925,3.6,-0.6,1.5,93.0
2006-12-16T00:00+00:00,5925,0.0,-1.4,-0.7,92.0
2006-12-17T00:00+00:00,5925,3.4,-1.2,1.1,90.0
2006-12-18T00:00+00:00,5925,5.3,2.1,3.7,73.0
2006-12-19T00:00+00:00,5925,4.9,3.1,4.0,60.0
2006-12-20T00:00+00:00,5925,5.2,2.5,3.9,65.0
2006-12-21T00:00+00:00,5925,6.5,3.1,4.8,80.0
2006-12-22T00:00+00:00,5925,6.8,4.4,5.6,76.0
2006-12-23T00:00+00:00,5925,6.1,3.3,4.7,85.0
2006-12-24T00:00+00:00,5925,4.5,1.9,3.2,91.0
2006-12-25T00:00+00:00,5925,4.5,1.6,3.1,83.0
2006-12-26T00:00+00:00,5925,4.9,2.8,3.9,68.0
2006-12-27T00:00+00:00,5925,2.8,-2.0,0.4,81.0
2006-12-28T00:00+00:00,5925,0.7,-6.1,-2.7,94.0
2006-12-29T00:00+00:00,5925,6.1,-3.1,1.5,83.0
2006-12-30T00:00+00:00,5925,3.9,-0.1,1.9,92.0
2006-12-31T00:00+00:00,5925,11.7,0.2,6.0,75.0
2007-01-01T00:00+00:00,5925,14.9,1.3,8.1,71.0
2007-01-02T00:00+00:00,5925,11.5,4.1,7.8,70.0
2007-01-03T00:00+00:00,5925,6.9,4.2,5.6,73.0
2007-01-04T00:00+00:00,5925,10.6,5.4,8.0,62.0
2007-01-05T00:00+00:00,5925,9.8,8.0,8.9,73.0
2007-01-06T00:00+00:00,5925,10.3,7.5,8.9,79.0
2007-01-07T00:00+00:00,5925,12.8,9.1,11.0,65.0
2007-01-08T00:00+00:00,5925,9.7,4.7,7.2,82.0
2007-01-09T00:00+00:00,5925,13.2,5.6,9.4,85.0
2007-01-10T00:00+00:00,5925,14.8,11.1,13.0,72.0
2007-01-11T00:00+00:00,5925,15.2,9.6,12.4,64.0
2007-01-12T00:00+00:00,5925,14.3,8.5,11.4,58.0
2007-01-13T00:00+00:00,5925,15.4,10.0,12.7,61.0
2007-01-14T00:00+00:00,5925,13.5,6.3,9.9,73.0
2007-01-15T00:00+00:00,5925,11.0,5.9,8.5,71.0
2007-01-16T00:00+00:00,5925,6.8,0.9,3.9,87.0
2007-01-17T00:00+00:00,5925,7.5,1.4,4.5,80.0
2007-01-18T00:00+00:00,5925,17.1,3.7,10.4,63.0
2007-01-19T00:00+00:00,5925,19.4,7.3,13.4,68.0
2007-01-20T00:00+00:00,5925,15.3,11.1,13.2,68.0
2007-01-21T00:00+00:00,5925,14.8,9.1,12.0,61.0
2007-01-22T00:00+00:00,5925,9.4,5.4,7.4,72.0
2007-01-23T00:00+00:00,5925,5.7,-0.1,2.8,94.0
2007-01-24T00:00+00:00,5925,1.3,-0.6,0.4,76.0
2007-01-25T00:00+00:00,5925,-0.2,-2.0,-1.1,70.0
2007-01-26T00:00+00:00,5925,-0.1,-4.7,-2.4,70.0
2007-01-27T00:00+00:00,5925,2.3,-2.8,-0.3,71.0
2007-01-28T00:00+00:00,5925,5.5,0.4,3.0,70.0
2007-01-29T00:00+00:00,5925,6.2,3.8,5.0,75.0
2007-01-30T00:00+00:00,5925,7.9,4.7,6.3,70.0
2007-01-31T00:00+00:00,5925,9.5,5.5,7.5,61.0
2007-02-01T00:00+00:00,5925,9.1,4.8,7.0,68.0
2007-02-02T00:00+00:00,5925,9.7,4.6,7.2,70.0
2007-02-03T00:00+00:00,5925,8.5,5.5,7.0,65.0
2007-02-04T00:00+00:00,5925,8.6,4.2,6.4,65.0
2007-02-05T00:00+00:00,5925,13.1,2.7,7.9,59.0
2007-02-06T00:00+00:00,5925,9.9,4.0,7.0,92.0
2007-02-07T00:00+00:00,5925,7.8,3.7,5.8,82.0
2007-02-08T00:00+00:00,5925,11.4,4.5,8.0,74.0
2007-02-09T00:00+00:00,5925,11.0,5.7,8.4,70.0
2007-02-10T00:00+00:00,5925,8.8,1.7,5.3,88.0
2007-02-11T00:00+00:00,5925,10.3,2.8,6.6,79.0
2007-02-12T00:00+00:00,5925,12.2,7.2,9.7,68.0
2007-02-13T00:00+00:00,5925,11.8,8.6,10.2,65.0
2007-02-14T00:00+00:00,5925,12.8,7.3,10.1,59.0
2007-02-15T00:00+00:00,5925,9.9,6.8,8.4,78.0
2007-02-16T00:00+00:00,5925,7.7,5.1,6.4,80.0
2007-02-17T00:00+00:00,5925,7.9,2.3,5.1,70.0
2007-02-18T00:00+00:00,5925,7.5,1.8,4.7,76.0
2007-02-19T00:00+00:00,5925,8.1,1.5,4.8,75.0
2007-02-20T00:00+00:00,5925,9.6,2.3,6.0,76.0
2007-02-21T00:00+00:00,5925,8.0,3.9,6.0,90.0
2007-02-22T00:00+00:00,5925,12.2,5.4,8.8,69.0
2007-02-23T00:00+00:00,5925,11.3,4.2,7.8,69.0
2007-02-24T00:00+00:00,5925,7.8,3.7,5.8,77.0
2007-02-25T00:00+00:00,5925,6.1,0.1,3.1,75.0
2007-02-26T00:00+00:00,5925,5.0,0.9,3.0,91.0
2007-02-27T00:00+00:00,5925,9.9,4.7,7.3,71.0
2007-02-28T00:00+00:00,5925,14.3,4.4,9.4,81.0
2007-03-01T00:00+00:00,5925,13.2,8.8,11.0,67.0
2007-03-02T00:00+00:00,5925,12.6,9.1,10.9,54.0
2007-03-03T00:00+00:00,5925,13.6,6.1,9.9,66.0
2007-03-04T00:00+00:00,5925,11.3,6.6,9.0,64.0
2007-03-05T00:00+00:00,5925,12.9,3.4,8.2,64.0
2007-03-06T00:00+00:00,5925,16.2,7.9,12.1,66.0
2007-03-07T00:00+00:00,5925,18.4,6.7,12.6,66.0
2007-03-08T00:00+00:00,5925,14.0,8.5,11.3,88.0
2007-03-09T00:00+00:00,5925,11.7,7.7,9.7,63.0
2007-03-10T00:00+00:00,5925,12.0,6.9,9.5,64.0
2007-03-11T00:00+00:00,5925,12.6,4.6,8.6,53.0
2007-03-12T00:00+00:00,5925,16.4,5.0,10.7,61.0
2007-03-13T00:00+00:00,5925,17.6,5.8,11.7,63.0
2007-03-14T00:00+00:00,5925,17.5,10.3,13.9,57.0
2007-03-15T00:00+00:00,5925,14.5,6.8,10.7,55.0
2007-03-16T00:00+00:00,5925,17.3,4.4,10.9,58.0
2007-03-17T00:00+00:00,5925,14.6,8.7,11.7,63.0
2007-03-18T00:00+00:00,5925,17.3,10.2,13.8,54.0
2007-03-19T00:00+00:00,5925,15.9,4.1,10.0,83.0
2007-03-20T00:00+00:00,5925,5.2,1.7,3.5,90.0
2007-03-21T00:00+00:00,5925,6.3,2.9,4.6,69.0
2007-03-22T00:00+00:00,5925,9.3,3.3,6.3,55.0
2007-03-23T00:00+00:00,5925,7.6,3.2,5.4,83.0
2007-03-24T00:00+00:00,5925,5.9,2.9,4.4,91.0
2007-03-25T00:00+00:00,5925,13.9,4.8,9.4,64.0
2007-03-26T00:00+00:00,5925,14.5,4.4,9.5,60.0
2007-03-27T00:00+00:00,5925,14.4,3.9,9.2,56.0
2007-03-28T00:00+00:00,5925,14.1,4.7,9.4,56.0
2007-03-29T00:00+00:00,5925,11.4,6.7,9.1,76.0
2007-03-30T00:00+00:00,5925,14.0,4.5,9.3,68.0
2007-03-31T00:00+00:00,5925,16.1,7.9,12.0,55.0
2007-04-01T00:00+00:00,5925,17.6,8.3,13.0,53.0
2007-04-02T00:00+00:00,5925,18.1,8.1,13.1,48.0
2007-04-03T00:00+00:00,5925,17.7,7.1,12.4,52.0
2007-04-04T00:00+00:00,5925,13.6,7.3,10.5,67.0
2007-04-05T00:00+00:00,5925,15.4,3.6,9.5,44.0
2007-04-06T00:00+00:00,5925,19.0,10.2,14.6,50.0
2007-04-07T00:00+00:00,5925,17.3,10.2,13.8,58.0
2007-04-08T00:00+00:00,5925,17.5,8.5,13.0,52.0
2007-04-09T00:00+00:00,5925,19.3,6.3,12.8,51.0
2007-04-10T00:00+00:00,5925,21.4,11.4,16.4,47.0
2007-04-11T00:00+00:00,5925,19.0,12.8,15.9,57.0
2007-04-12T00:00+00:00,5925,21.9,9.8,15.9,58.0
2007-04-13T00:00+00:00,5925,24.0,11.9,18.0,57.0
2007-04-14T00:00+00:00,5925,24.2,12.9,18.6,50.0
2007-04-15T00:00+00:00,5925,22.9,12.4,17.7,45.0
2007-04-16T00:00+00:00,5925,20.9,11.6,16.3,45.0
2007-04-17T00:00+00:00,5925,23.7,9.6,16.7,48.0
2007-04-18T00:00+00:00,5925,21.3,11.2,16.3,54.0
2007-04-19T00:00+00:00,5925,18.3,9.4,13.9,46.0
2007-04-20T00:00+00:00,5925,19.6,9.5,14.6,47.0
2007-04-21T00:00+00:00,5925,16.9,7.0,12.0,48.0
2007-04-22T00:00+00:00,5925,18.2,6.7,12.5,46.0
2007-04-23T00:00+00:00,5925,23.3,8.7,16.0,47.0
2007-04-24T00:00+00:00,5925,21.4,13.9,17.7,59.0
2007-04-25T00:00+00:00,5925,21.4,14.2,17.8,56.0
2007-04-26T00:00+00:00,5925,22.9,12.3,17.6,56.0
2007-04-27T00:00+00:00,5925,24.8,13.2,19.0,50.0
2007-04-28T00:00+00:00,5925,26.1,12.8,19.5,46.0
2007-04-29T00:00+00:00,5925,23.0,13.0,18.0,60.0
2007-04-30T00:00+00:00,5925,17.4,8.7,13.1,52.0
2007-05-01T00:00+00:00,5925,15.7,7.7,11.7,44.0
2007-05-02T00:00+00:00,5925,16.9,5.2,11.1,50.0
2007-05-03T00:00+00:00,5925,19.2,8.4,13.8,54.0
2007-05-04T00:00+00:00,5925,18.8,11.5,15.2,67.0
2007-05-05T00:00+00:00,5925,19.1,12.3,15.7,87.0
2007-05-06T00:00+00:00,5925,16.9,12.9,14.9,88.0
2007-05-07T00:00+00:00,5925,22.4,12.9,17.7,53.0
2007-05-08T00:00+00:00,5925,19.4,13.4,16.4,65.0
2007-05-09T00:00+00:00,5925,17.0,11.7,14.4,86.0
2007-05-10T00:00+00:00,5925,24.4,13.4,18.9,53.0
2007-05-11T00:00+00:00,5925,29.7,12.5,21.1,49.0
2007-05-12T00:00+00:00,5925,25.9,16.3,21.1,49.0
2007-05-13T00:00+00:00,5925,27.3,14.0,20.7,59.0
2007-05-14T00:00+00:00,5925,28.3,16.9,22.6,60.0
2007-05-15T00:00+00:00,5925,26.8,11.9,19.4,81.0
2007-05-16T00:00+00:00,5925,17.0,10.8,13.9,60.0
2007-05-17T00:00+00:00,5925,18.1,8.9,13.5,72.0
2007-05-18T00:00+00:00,5925,17.0,8.2,12.6,51.0
2007-05-19T00:00+00:00,5925,22.5,10.5,16.5,48.0
2007-05-20T00:00+00:00,5925,26.5,13.0,19.8,61.0
2007-05-21T00:00+00:00,5925,28.9,16.9,22.9,61.0
2007-05-22T00:00+00:00,5925,30.4,18.9,24.7,58.0
2007-05-23T00:00+00:00,5925,26.8,20.0,23.4,66.0
2007-05-24T00:00+00:00,5925,28.7,18.4,23.6,62.0
2007-05-25T00:00+00:00,5925,31.6,20.0,25.8,56.0
2007-05-26T00:00+00:00,5925,29.8,20.5,25.2,63.0
2007-05-27T00:00+00:00,5925,31.4,19.5,25.5,55.0
2007-05-28T00:00+00:00,5925,26.2,17.4,21.8,75.0
2007-05-29T00:00+00:00,5925,19.6,10.1,14.9,66.0
2007-05-30T00:00+00:00,5925,13.6,9.2,11.4,81.0
2007-05-31T00:00+00:00,5925,21.9,12.3,17.1,62.0
2007-06-01T00:00+00:00,5925,25.4,12.8,19.1,54.0
2007-06-02T00:00+00:00,5925,24.1,15.3,19.7,70.0
2007-06-03T00:00+00:00,5925,20.8,16.6,18.7,87.0
2007-06-04T00:00+00:00,5925,25.4,16.7,21.1,67.0
2007-06-05T00:00+00:00,5925,24.6,17.4,21.0,76.0
2007-06-06T00:00+00:00,5925,27.3,17.9,22.6,77.0
2007-06-07T00:00+00:00,5925,28.4,17.3,22.9,60.0
2007-06-08T00:00+00:00,5925,29.2,18.6,23.9,53.0
2007-06-09T00:00+00:00,5925,30.3,18.1,24.2,49.0
2007-06-10T00:00+00:00,5925,29.5,18.8,24.2,64.0
2007-06-11T00:00+00:00,5925,28.8,17.8,23.3,59.0
2007-06-12T00:00+00:00,5925,28.9,20.0,24.5,55.0
2007-06-13T00:00+00:00,5925,29.5,20.8,25.2,57.0
2007-06-14T00:00+00:00,5925,27.6,20.5,24.1,73.0
2007-06-15T00:00+00:00,5925,29.2,18.6,23.9,65.0
2007-06-16T00:00+00:00,5925,27.3,16.8,22.1,49.0
2007-06-17T00:00+00:00,5925,29.5,18.1,23.8,56.0
2007-06-18T00:00+00:00,5925,28.5,19.1,23.8,60.0
2007-06-19T00:00+00:00,5925,30.3,20.6,25.5,49.0
2007-06-20T00:00+00:00,5925,32.8,20.3,26.6,55.0
2007-06-21T00:00+00:00,5925,35.3,19.2,27.3,64.0
2007-06-22T00:00+00:00,5925,28.7,18.8,23.8,70.0
2007-06-23T00:00+00:00,5925,24.9,16.3,20.6,53.0
2007-06-24T00:00+00:00,5925,29.3,16.0,22.7,51.0
2007-06-25T00:00+00:00,5925,30.8,19.6,25.2,59.0
2007-06-26T00:00+00:00,5925,28.8,15.1,22.0,55.0
2007-06-27T00:00+00:00,5925,23.2,16.5,19.9,52.0
2007-06-28T00:00+00:00,5925,22.7,14.2,18.5,53.0
2007-06-29T00:00+00:00,5925,25.2,15.6,20.4,54.0
2007-06-30T00:00+00:00,5925,26.4,18.0,22.2,57.0
2007-07-01T00:00+00:00,5925,31.7,17.3,24.5,51.0
2007-07-02T00:00+00:00,5925,30.6,19.0,24.8,67.0
2007-07-03T00:00+00:00,5925,28.3,16.4,22.4,53.0
2007-07-04T00:00+00:00,5925,26.5,15.1,20.8,77.0
2007-07-05T00:00+00:00,5925,19.9,13.8,16.9,68.0
2007-07-06T00:00+00:00,5925,21.3,15.0,18.2,68.0
2007-07-07T00:00+00:00,5925,26.3,17.7,22.0,49.0
2007-07-08T00:00+00:00,5925,28.5,18.1,23.3,49.0
2007-07-09T00:00+00:00,5925,28.0,17.5,22.8,78.0
2007-07-10T00:00+00:00,5925,17.7,13.3,15.5,75.0
2007-07-11T00:00+00:00,5925,20.9,13.2,17.1,61.0
2007-07-12T00:00+00:00,5925,21.1,15.1,18.1,64.0
2007-07-13T00:00+00:00,5925,25.3,15.7,20.5,59.0
2007-07-14T00:00+00:00,5925,33.2,17.0,25.1,52.0
2007-07-15T00:00+00:00,5925,35.6,19.8,27.7,51.0
2007-07-16T00:00+00:00,5925,37.0,23.3,30.2,44.0
2007-07-17T00:00+00:00,5925,37.8,21.9,29.9,49.0
2007-07-18T00:00+00:00,5925,36.1,24.7,30.4,56.0
2007-07-19T00:00+00:00,5925,36.2,24.5,30.4,54.0
2007-07-20T00:00+00:00,5925,37.0,25.0,31.0,52.0
2007-07-21T00:00+00:00,5925,36.1,22.8,29.5,58.0
2007-07-22T00:00+00:00,5925,31.2,22.6,26.9,66.0
2007-07-23T00:00+00:00,5925,32.4,20.6,26.5,51.0
2007-07-24T00:00+00:00,5925,30.1,16.7,23.4,76.0
2007-07-25T00:00+00:00,5925,25.8,16.9,21.4,53.0
2007-07-26T00:00+00:00,5925,30.3,15.5,22.9,47.0
2007-07-27T00:00+00:00,5925,30.1,18.7,24.4,53.0
2007-07-28T00:00+00:00,5925,29.5,19.8,24.7,67.0
2007-07-29T00:00+00:00,5925,27.8,19.5,23.7,59.0
2007-07-30T00:00+00:00,5925,26.7,14.8,20.8,59.0
2007-07-31T00:00+00:00,5925,22.1,13.7,17.9,47.0
2007-08-01T00:00+00:00,5925,23.1,14.8,19.0,49.0
2007-08-02T00:00+00:00,5925,30.4,14.6,22.5,48.0
2007-08-03T00:00+00:00,5925,27.0,18.4,22.7,70.0
2007-08-04T00:00+00:00,5925,23.8,17.3,20.6,50.0
2007-08-05T00:00+00:00,5925,26.5,16.0,21.3,46.0
2007-08-06T00:00+00:00,5925,31.1,16.3,23.7,51.0
2007-08-07T00:00+00:00,5925,32.5,18.9,25.7,51.0
2007-08-08T00:00+00:00,5925,30.5,20.0,25.3,64.0
2007-08-09T00:00+00:00,5925,31.1,19.3,25.2,72.0
2007-08-10T00:00+00:00,5925,22.1,16.3,19.2,69.0
2007-08-11T00:00+00:00,5925,20.4,16.8,18.6,83.0
2007-08-12T00:00+00:00,5925,23.4,18.0,20.7,80.0
2007-08-13T00:00+00:00,5925,28.3,18.9,23.6,63.0
2007-08-14T00:00+00:00,5925,29.2,19.6,24.4,53.0
2007-08-15T00:00+00:00,5925,31.9,18.8,25.4,52.0
2007-08-16T00:00+00:00,5925,32.8,21.6,27.2,62.0
2007-08-17T00:00+00:00,5925,25.6,16.6,21.1,80.0
2007-08-18T00:00+00:00,5925,26.0,15.1,20.6,57.0
2007-08-19T00:00+00:00,5925,26.2,16.5,21.4,67.0
2007-08-20T00:00+00:00,5925,24.5,17.3,20.9,85.0
2007-08-21T00:00+00:00,5925,26.6,15.7,21.2,61.0
2007-08-22T00:00+00:00,5925,28.5,18.5,23.5,66.0
2007-08-23T00:00+00:00,5925,28.0,20.3,24.2,72.0
2007-08-24T00:00+00:00,5925,28.8,19.4,24.1,56.0
2007-08-25T00:00+00:00,5925,30.2,20.4,25.3,52.0
2007-08-26T00:00+00:00,5925,30.2,21.2,25.7,54.0
2007-08-27T00:00+00:00,5925,30.4,21.2,25.8,56.0
2007-08-28T00:00+00:00,5925,27.3,16.9,22.1,54.0
2007-08-29T00:00+00:00,5925,21.6,14.8,18.2,81.0
2007-08-30T00:00+00:00,5925,17.0,14.3,15.7,78.0
2007-08-31T00:00+00:00,5925,22.8,14.1,18.5,62.0
2007-09-01T00:00+00:00,5925,21.5,16.6,19.1,67.0
2007-09-02T00:00+00:00,5925,22.2,15.1,18.7,65.0
2007-09-03T00:00+00:00,5925,23.7,17.9,20.8,66.0
2007-09-04T00:00+00:00,5925,17.9,12.6,15.3,67.0
2007-09-05T00:00+00:00,5925,13.0,8.8,10.9,85.0
2007-09-06T00:00+00:00,5925,10.5,8.2,9.4,90.0
2007-09-07T00:00+00:00,5925,15.5,9.4,12.5,85.0
2007-09-08T00:00+00:00,5925,17.5,13.3,15.4,85.0
2007-09-09T00:00+00:00,5925,18.2,14.2,16.2,67.0
2007-09-10T00:00+00:00,5925,18.7,12.7,15.7,67.0
2007-09-11T00:00+00:00,5925,17.3,12.2,14.8,82.0
2007-09-12T00:00+00:00,5925,19.0,12.2,15.6,71.0
2007-09-13T00:00+00:00,5925,20.6,12.6,16.6,64.0
2007-09-14T00:00+00:00,5925,22.5,10.7,16.6,71.0
2007-09-15T00:00+00:00,5925,20.8,16.8,18.8,64.0
2007-09-16T00:00+00:00,5925,22.9,10.6,16.8,69.0
2007-09-17T00:00+00:00,5925,25.6,13.3,19.5,74.0
2007-09-18T00:00+00:00,5925,21.8,14.5,18.2,80.0
2007-09-19T00:00+00:00,5925,16.4,10.4,13.4,56.0
2007-09-20T00:00+00:00,5925,17.8,9.1,13.5,58.0
2007-09-21T00:00+00:00,5925,19.4,8.0,13.7,65.0
2007-09-22T00:00+00:00,5925,21.0,9.4,15.2,66.0
2007-09-23T00:00+00:00,5925,20.8,10.6,15.7,68.0
2007-09-24T00:00+00:00,5925,22.4,10.9,16.7,65.0
2007-09-25T00:00+00:00,5925,20.6,11.6,16.1,76.0
2007-09-26T00:00+00:00,5925,14.5,12.3,13.4,83.0
2007-09-27T00:00+00:00,5925,16.1,13.1,14.6,87.0
2007-09-28T00:00+00:00,5925,18.5,12.1,15.3,74.0
2007-09-29T00:00+00:00,5925,18.8,9.0,13.9,72.0
2007-09-30T00:00+00:00,5925,19.4,10.2,14.8,76.0
2007-10-01T00:00+00:00,5925,21.4,11.2,16.3,70.0
2007-10-02T00:00+00:00,5925,20.9,12.0,16.5,75.0
2007-10-03T00:00+00:00,5925,19.4,16.0,17.7,83.0
2007-10-04T00:00+00:00,5925,19.2,14.8,17.0,84.0
2007-10-05T00:00+00:00,5925,21.8,14.8,18.3,78.0
2007-10-06T00:00+00:00,5925,18.2,11.9,15.1,66.0
2007-10-07T00:00+00:00,5925,16.2,9.6,12.9,70.0
2007-10-08T00:00+00:00,5925,18.0,7.4,12.7,69.0
2007-10-09T00:00+00:00,5925,16.4,9.5,13.0,70.0
2007-10-10T00:00+00:00,5925,15.4,8.1,11.8,76.0
2007-10-11T00:00+00:00,5925,15.2,9.1,12.2,72.0
2007-10-12T00:00+00:00,5925,14.9,6.5,10.7,77.0
2007-10-13T00:00+00:00,5925,13.6,8.9,11.3,58.0
2007-10-14T00:00+00:00,5925,11.8,3.6,7.7,63.0
2007-10-15T00:00+00:00,5925,15.6,3.3,9.5,65.0
2007-10-16T00:00+00:00,5925,15.0,5.0,10.0,71.0
2007-10-17T00:00+00:00,5925,15.6,6.4,11.0,73.0
2007-10-18T00:00+00:00,5925,14.9,7.8,11.4,74.0
2007-10-19T00:00+00:00,5925,10.4,5.1,7.8,71.0
2007-10-20T00:00+00:00,5925,7.5,2.9,5.2,81.0
2007-10-21T00:00+00:00,5925,7.7,5.4,6.6,77.0
2007-10-22T00:00+00:00,5925,7.1,4.0,5.6,78.0
2007-10-23T00:00+00:00,5925,6.2,4.2,5.2,92.0
2007-10-24T00:00+00:00,5925,7.3,4.3,5.8,91.0
2007-10-25T00:00+00:00,5925,9.3,7.3,8.3,90.0
2007-10-26T00:00+00:00,5925,9.0,7.1,8.1,89.0
2007-10-27T00:00+00:00,5925,11.8,7.0,9.4,83.0
2007-10-28T00:00+00:00,5925,9.8,8.1,9.0,91.0
2007-10-29T00:00+00:00,5925,13.3,8.8,11.1,89.0
2007-10-30T00:00+00:00,5925,12.4,9.2,10.8,81.0
2007-10-31T00:00+00:00,5925,11.8,9.8,10.8,71.0
2007-11-01T00:00+00:00,5925,12.4,5.9,9.2,67.0
2007-11-02T00:00+00:00,5925,12.0,7.5,9.8,71.0
2007-11-03T00:00+00:00,5925,15.8,9.8,12.8,72.0
2007-11-04T00:00+00:00,5925,12.8,9.7,11.3,74.0
2007-11-05T00:00+00:00,5925,9.7,6.5,8.1,69.0
2007-11-06T00:00+00:00,5925,8.4,2.4,5.4,79.0
2007-11-07T00:00+00:00,5925,7.6,4.5,6.1,80.0
2007-11-08T00:00+00:00,5925,11.4,6.4,8.9,76.0
2007-11-09T00:00+00:00,5925,11.4,4.6,8.0,79.0
2007-11-10T00:00+00:00,5925,5.1,3.5,4.3,80.0
2007-11-11T00:00+00:00,5925,9.6,0.9,5.3,85.0
2007-11-12T00:00+00:00,5925,7.2,4.0,5.6,74.0
2007-11-13T00:00+00:00,5925,5.1,3.3,4.2,77.0
2007-11-14T00:00+00:00,5925,5.6,2.1,3.9,79.0
2007-11-15T00:00+00:00,5925,4.7,0.0,2.4,85.0
2007-11-16T00:00+00:00,5925,1.0,-0.5,0.3,87.0
2007-11-17T00:00+00:00,5925,2.1,-0.4,0.9,78.0
2007-11-18T00:00+00:00,5925,3.1,0.3,1.7,82.0
2007-11-19T00:00+00:00,5925,5.2,0.0,2.6,86.0
2007-11-20T00:00+00:00,5925,4.6,1.6,3.1,79.0
2007-11-21T00:00+00:00,5925,3.2,0.4,1.8,93.0
2007-11-22T00:00+00:00,5925,3.7,2.0,2.9,94.0
2007-11-23T00:00+00:00,5925,6.8,3.0,4.9,87.0
2007-11-24T00:00+00:00,5925,8.0,5.5,6.8,81.0
2007-11-25T00:00+00:00,5925,8.2,5.7,7.0,75.0
2007-11-26T00:00+00:00,5925,6.4,1.8,4.1,69.0
2007-11-27T00:00+00:00,5925,5.1,1.7,3.4,62.0
2007-11-28T00:00+00:00,5925,3.5,0.8,2.2,67.0
2007-11-29T00:00+00:00,5925,4.1,-0.7,1.7,74.0
2007-11-30T00:00+00:00,5925,7.0,-0.7,3.2,78.0
2007-12-01T00:00+00:00,5925,10.5,4.7,7.6,68.0
2007-12-02T00:00+00:00,5925,12.9,6.5,9.7,75.0
2007-12-03T00:00+00:00,5925,11.0,6.8,8.9,70.0
2007-12-04T00:00+00:00,5925,8.6,4.7,6.7,73.0
2007-12-05T00:00+00:00,5925,8.6,5.4,7.0,77.0
2007-12-06T00:00+00:00,5925,11.8,3.7,7.8,79.0
2007-12-07T00:00+00:00,5925,9.8,6.5,8.2,87.0
2007-12-08T00:00+00:00,5925,10.9,7.2,9.1,68.0
2007-12-09T00:00+00:00,5925,7.2,3.0,5.1,80.0
2007-12-10T00:00+00:00,5925,5.9,3.5,4.7,87.0
2007-12-11T00:00+00:00,5925,7.6,5.5,6.6,84.0
2007-12-12T00:00+00:00,5925,6.0,4.0,5.0,90.0
2007-12-13T00:00+00:00,5925,5.4,3.0,4.2,62.0
2007-12-14T00:00+00:00,5925,3.5,-1.0,1.3,82.0
2007-12-15T00:00+00:00,5925,1.2,-1.4,-0.1,79.0
2007-12-16T00:00+00:00,5925,1.1,-0.4,0.4,79.0
2007-12-17T00:00+00:00,5925,0.0,-2.1,-1.1,76.0
2007-12-18T00:00+00:00,5925,1.6,-1.9,-0.2,77.0
2007-12-19T00:00+00:00,5925,0.2,-3.0,-1.4,86.0
2007-12-20T00:00+00:00,5925,-1.5,-3.2,-2.4,86.0
2007-12-21T00:00+00:00,5925,-2.5,-4.8,-3.7,92.0
2007-12-22T00:00+00:00,5925,-3.5,-4.5,-4.0,95.0
2007-12-23T00:00+00:00,5925,-4.0,-5.1,-4.6,91.0
2007-12-24T00:00+00:00,5925,-1.4,-4.9,-3.2,87.0
2007-12-25T00:00+00:00,5925,0.3,-2.3,-1.0,83.0
